Número de Consulta,Tiempo de Respuesta (s),Uso de CPU (%),Uso de Memoria (%)
220,0.0015282630920410156,6.0,89.9
221,0.0,5.9,89.7
222,0.0015919208526611328,6.1,89.7
223,0.002607107162475586,6.0,89.6
224,0.0,6.2,89.6
225,0.0005860328674316406,6.2,89.6
226,0.002023935317993164,6.1,89.6
227,0.0,6.0,89.6
228,0.0,5.8,89.6
229,0.0,5.6,89.6
230,0.0015499591827392578,5.6,89.6
231,0.00067901611328125,4.5,89.8
232,0.0,4.6,89.8
233,0.002039670944213867,4.7,89.8
234,0.0,4.7,89.8
235,0.0,4.5,89.8
236,0.00010466575622558594,4.5,89.8
237,0.0,4.4,89.8
238,0.0,4.5,89.8
239,0.0,4.6,89.8
240,0.0010466575622558594,4.7,89.8
241,0.002521991729736328,4.3,89.6
242,0.0,4.3,89.6
243,0.0020117759704589844,4.1,89.6
244,0.0,4.1,89.6
245,0.0,4.2,89.6
246,0.0001289844512939453,4.3,89.6
247,0.0015282630920410156,4.2,89.6
248,0.0,4.3,89.6
249,0.0,4.2,89.6
250,0.0010113716125488281,4.3,89.6
251,0.0,9.1,89.6
252,0.0,9.1,89.6
253,0.0,9.4,89.6
254,0.0005490779876708984,9.5,89.6
255,0.0010495185852050781,9.5,89.6
256,0.0,9.5,89.6
257,0.0,9.5,89.6
258,0.0,9.6,89.6
259,0.0,10.0,89.6
260,0.0,10.0,89.6
261,0.002034902572631836,6.6,89.6
262,0.0025849342346191406,6.4,89.6
263,0.0,6.4,89.6
264,0.0,6.4,89.6
265,0.0,6.2,89.6
266,0.0005218982696533203,6.1,89.6
267,0.0007615089416503906,6.1,89.6
268,0.0,6.1,89.6
269,0.0,6.0,89.6
270,0.0,5.7,89.6
271,0.0,4.9,89.6
272,0.0,4.7,89.6
273,0.0,4.7,89.6
274,0.0,4.6,89.6
275,0.0,4.5,89.6
276,0.0010480880737304688,4.4,89.6
277,0.0020241737365722656,4.5,89.6
278,0.0025167465209960938,4.4,89.6
279,0.0016074180603027344,4.5,89.6
280,0.0010192394256591797,4.4,89.6
281,0.0025229454040527344,4.9,89.5
282,0.0,4.8,89.5
283,0.0,4.9,89.5
284,0.002521991729736328,4.9,89.5
285,0.003109455108642578,4.5,89.5
286,0.0,4.5,89.5
287,0.0026764869689941406,4.5,89.5
288,0.0,4.5,89.5
289,0.0,4.3,89.5
290,0.0016224384307861328,4.3,89.5
291,0.0011820793151855469,2.7,89.4
292,0.0,2.7,89.4
293,0.0,2.7,89.4
294,0.0010552406311035156,2.7,89.4
295,0.0025229454040527344,2.7,89.4
296,0.0,2.5,89.4
297,0.0,2.7,89.4
298,0.0,2.7,89.4
299,0.0025200843811035156,2.7,89.4
300,0.002017974853515625,2.7,89.4
301,0.0,2.9,89.4
302,0.002527475357055664,2.9,89.4
303,0.0,2.9,89.4
304,0.0015947818756103516,2.9,89.4
305,0.0020885467529296875,2.9,89.4
306,0.0,2.9,89.4
307,0.0,2.9,89.4
308,0.0,2.9,89.4
309,0.0,2.9,89.4
310,0.0016505718231201172,2.9,89.4
311,0.0015254020690917969,4.1,89.4
312,0.0011932849884033203,4.1,89.4
313,0.003042936325073242,4.1,89.4
314,0.0031468868255615234,4.1,89.4
315,0.0005180835723876953,4.1,89.4
316,0.0,3.9,89.4
317,0.0,3.9,89.4
318,0.0,3.7,89.4
319,0.0,3.7,89.4
320,0.0021467208862304688,3.2,89.4
321,0.0015380382537841797,3.3,89.1
322,0.0,3.5,89.1
323,0.0,3.5,89.1
324,0.001523733139038086,3.3,89.1
325,0.0,3.3,89.1
326,0.0,3.3,89.1
327,0.0,3.4,89.1
328,0.0,3.5,89.1
329,0.0,3.5,89.1
330,0.0012335777282714844,3.5,89.1
331,0.0,6.1,89.2
332,0.0,6.0,89.2
333,0.0,5.8,89.2
334,0.0,5.8,89.2
335,0.0021178722381591797,6.0,89.2
336,0.0020940303802490234,6.0,89.2
337,0.0,6.1,89.2
338,0.0015134811401367188,6.0,89.2
339,0.0,6.0,89.2
340,0.0005195140838623047,6.0,89.2
341,0.0015571117401123047,18.8,86.4
342,0.003275632858276367,18.6,86.4
343,0.0010426044464111328,18.6,86.4
344,0.002498626708984375,18.6,86.4
345,0.0,18.6,86.4
346,0.0030024051666259766,18.1,86.4
347,0.0020775794982910156,18.1,86.4
348,0.0010411739349365234,18.0,86.4
349,0.002206087112426758,17.8,86.4
350,0.0,17.9,86.4
351,0.0010039806365966797,5.5,86.4
352,0.0020055770874023438,5.5,86.4
353,0.0030243396759033203,5.5,86.4
354,0.0,5.4,86.4
355,0.0,5.4,86.4
356,0.0,5.6,86.4
357,0.0010166168212890625,5.6,86.4
358,0.0014672279357910156,5.6,86.4
359,0.002012491226196289,5.4,86.4
360,0.0,5.5,86.4
361,0.0001392364501953125,6.8,86.5
362,0.0,6.9,86.5
363,0.0020465850830078125,6.8,86.5
364,0.0,7.1,86.5
365,0.0,7.0,86.5
366,0.0013108253479003906,7.0,86.5
367,0.0,7.0,86.5
368,0.0,7.0,86.5
369,0.0,6.8,86.5
370,0.0,6.8,86.5
371,0.0,3.3,86.7
372,0.0,3.5,86.7
373,0.0,3.3,86.7
374,0.0016293525695800781,3.3,86.7
375,0.0,3.3,86.7
376,0.002518892288208008,3.3,86.7
377,0.0016047954559326172,3.3,86.7
378,0.0,3.1,86.7
379,0.0015575885772705078,3.1,86.7
380,0.0025472640991210938,3.1,86.7
381,0.0,2.5,86.8
382,0.0,2.3,86.8
383,0.002335071563720703,2.3,86.8
384,0.0,2.3,86.8
385,0.0,2.5,86.8
386,0.0005891323089599609,2.3,86.8
387,0.000644683837890625,2.3,86.8
388,0.00213623046875,2.3,86.8
389,0.001024484634399414,2.3,86.8
390,0.0,2.5,86.8
391,0.00209808349609375,4.1,86.8
392,0.0,4.3,86.8
393,0.0,4.3,86.8
394,0.0,4.1,86.8
395,0.0,3.9,86.8
396,0.0,3.9,86.8
397,0.0,3.9,86.8
398,0.0,3.9,86.8
399,0.0,4.1,86.8
400,0.0015757083892822266,4.1,86.8
401,0.0020127296447753906,6.4,86.7
402,0.0,6.0,86.7
403,0.0,6.0,86.7
404,0.0,6.1,86.7
405,0.0025675296783447266,6.2,86.7
406,0.002660512924194336,6.4,86.7
407,0.0,6.4,86.7
408,0.0,6.4,86.7
409,0.0,6.3,86.7
410,0.0,6.4,86.7
411,0.0,2.1,86.7
412,0.002063751220703125,2.1,86.7
413,0.0,2.1,86.7
414,0.0015215873718261719,2.1,86.7
415,0.0,2.1,86.7
416,0.0,2.1,86.7
417,0.0,2.1,86.7
418,0.0025904178619384766,2.1,86.7
419,0.0,2.1,86.7
420,0.0,2.1,86.7
421,0.0,5.2,86.8
422,0.0005757808685302734,5.4,86.8
423,0.0005340576171875,5.2,86.8
424,0.0,5.3,86.8
425,0.0,5.2,86.8
426,0.0015149116516113281,5.3,86.8
427,0.002617359161376953,5.3,86.8
428,0.0005259513854980469,5.3,86.8
429,0.0006101131439208984,5.3,86.7
430,0.0015299320220947266,5.2,86.7
431,0.0015327930450439453,4.3,86.7
432,0.0,4.3,86.7
433,0.0,4.3,86.7
434,0.002048015594482422,4.3,86.7
435,0.001528024673461914,4.3,86.7
436,0.0,4.1,86.7
437,0.0,4.1,86.7
438,0.0015878677368164062,4.1,86.7
439,0.0,4.3,86.7
440,0.0,4.3,86.7
441,0.0,2.3,86.7
442,0.0,2.3,86.7
443,0.0,2.3,86.7
444,0.0018458366394042969,2.3,86.7
445,0.0,2.3,86.7
446,0.0,2.3,86.7
447,0.002534151077270508,2.5,86.7
448,0.0,2.5,86.7
449,0.0010311603546142578,2.7,86.7
450,0.0,2.7,86.7
451,0.0,5.3,86.8
452,0.0020275115966796875,5.1,86.8
453,0.0015277862548828125,5.1,86.8
454,0.0,5.1,86.8
455,0.0,5.3,86.8
456,0.0,5.3,86.8
457,0.0020689964294433594,5.4,86.8
458,0.0,5.4,86.8
459,0.0,5.5,86.8
460,0.0,5.4,86.8
461,0.0,4.5,86.7
462,0.0,4.5,86.7
463,0.0010223388671875,4.5,86.7
464,0.0,4.5,86.7
465,0.0015180110931396484,4.6,86.7
466,0.0,4.6,86.7
467,0.002020120620727539,4.7,86.7
468,0.0007135868072509766,4.5,86.7
469,0.0,4.5,86.7
470,0.0015864372253417969,4.4,86.7
471,0.002782583236694336,8.3,86.8
472,0.0,8.3,86.8
473,0.0015223026275634766,8.4,86.8
474,0.0,8.9,86.8
475,0.0010364055633544922,8.8,86.8
476,0.002526521682739258,8.9,86.8
477,0.0,8.9,86.8
478,0.002182483673095703,8.9,86.8
479,0.0028455257415771484,9.0,86.8
480,0.0010182857513427734,9.0,86.8
481,0.0015223026275634766,9.5,86.8
482,0.0005078315734863281,9.5,86.8
483,0.0,9.5,86.8
484,0.0,9.9,86.8
485,0.0016264915466308594,10.0,86.8
486,0.0025260448455810547,10.1,86.8
487,0.0005850791931152344,10.2,86.8
488,0.0,10.1,86.8
489,0.0012094974517822266,10.1,86.8
490,0.0035278797149658203,10.3,86.8
491,0.0026445388793945312,9.9,86.8
492,0.0005099773406982422,9.9,86.8
493,0.0,9.9,86.8
494,0.0,9.7,86.8
495,0.0,9.7,86.8
496,0.0,10.3,86.8
497,0.0020291805267333984,10.3,86.8
498,0.0,10.1,86.8
499,0.0010390281677246094,10.5,86.8
500,0.002005338668823242,10.4,86.8
501,0.001550436019897461,12.6,86.8
502,0.001049041748046875,12.6,86.8
503,0.0,12.7,86.8
504,0.0025072097778320312,12.7,86.8
505,0.0,12.8,86.8
506,0.0010371208190917969,12.7,86.8
507,0.0020966529846191406,12.7,86.8
508,0.0020842552185058594,12.6,86.8
509,0.0,12.5,86.8
510,0.0010461807250976562,12.5,86.8
511,0.0005259513854980469,3.9,86.8
512,0.0010221004486083984,3.9,86.8
513,0.002580881118774414,3.9,86.8
514,0.0015439987182617188,4.0,86.8
515,0.002597332000732422,4.1,86.8
516,0.0016138553619384766,4.1,86.8
517,0.0,4.3,86.8
518,0.0010063648223876953,4.3,86.8
519,0.0,4.3,86.8
520,0.0005402565002441406,4.3,86.8
521,0.0,7.4,86.8
522,0.0,7.3,86.8
523,0.0014352798461914062,7.3,86.8
524,0.0,7.4,86.8
525,0.0006041526794433594,7.4,86.8
526,0.0,7.4,86.8
527,0.0,7.7,86.8
528,0.0,7.7,86.8
529,0.0010638236999511719,7.7,86.8
530,0.0,7.7,86.8
531,0.002084970474243164,4.9,86.8
532,0.002535104751586914,4.9,86.8
533,0.004044294357299805,4.9,86.8
534,0.001600503921508789,5.0,86.8
535,9.369850158691406e-05,5.1,86.8
536,0.0,5.1,86.8
537,0.0,5.0,86.8
538,0.0,5.1,86.8
539,0.0,5.1,86.8
540,0.0,5.0,86.8
541,0.0010190010070800781,3.9,86.8
542,0.0020303726196289062,3.9,86.8
543,0.0,3.9,86.8
544,0.0020389556884765625,3.9,86.8
545,0.0,3.9,86.8
546,0.002531290054321289,3.9,86.8
547,0.0,3.9,86.8
548,0.0,3.9,86.8
549,0.0,3.7,86.8
550,0.0025331974029541016,3.7,86.8
551,0.0010190010070800781,4.1,86.9
552,0.0,4.1,86.9
553,0.0016274452209472656,4.1,86.9
554,0.0,4.0,86.9
555,0.0,4.1,86.9
556,0.0026061534881591797,4.1,86.9
557,0.0,4.0,86.9
558,0.0006091594696044922,4.1,86.9
559,0.002314329147338867,4.3,86.9
560,0.0005195140838623047,4.2,86.9
561,0.0010998249053955078,8.2,86.9
562,0.0,8.1,86.9
563,0.003723621368408203,7.0,86.9
564,0.0033769607543945312,7.0,86.9
565,0.0,6.9,86.9
566,0.0017032623291015625,6.8,86.9
567,0.0029757022857666016,7.0,86.9
568,0.0,6.8,86.9
569,0.003044605255126953,6.8,86.9
570,0.0,6.8,86.9
571,0.0,4.3,86.9
572,0.0,4.3,86.9
573,0.0,4.3,86.9
574,0.0,4.3,86.9
575,0.0010447502136230469,4.2,86.9
576,0.0,4.1,86.9
577,0.001512289047241211,4.1,86.9
578,0.0011360645294189453,4.7,86.9
579,0.0,4.7,86.9
580,0.002596616744995117,4.7,86.9
581,0.0,5.6,86.9
582,0.0,5.5,86.9
583,0.0,5.4,86.9
584,0.002305746078491211,5.4,86.9
585,0.001089334487915039,5.4,86.9
586,0.0,5.6,86.9
587,0.0,5.4,86.9
588,0.0020825862884521484,5.4,86.9
589,0.0007076263427734375,5.4,86.9
590,0.0016505718231201172,5.4,86.9
591,0.0,4.1,86.9
592,0.0030035972595214844,3.7,86.9
593,0.0013458728790283203,3.7,86.9
594,0.0,3.9,86.9
595,0.002113819122314453,3.5,86.9
596,0.0,3.5,86.9
597,0.0,3.4,86.9
598,0.0010154247283935547,3.3,86.9
599,0.0,3.5,86.9
600,0.0010340213775634766,3.5,86.9
601,0.0,3.9,86.9
602,0.0,4.1,86.9
603,0.0,3.9,86.9
604,0.0014882087707519531,3.9,86.9
605,0.0,4.0,86.9
606,0.0013556480407714844,4.1,86.9
607,0.0,4.0,86.9
608,0.00010633468627929688,4.1,86.9
609,0.0015938282012939453,4.1,86.9
610,0.0005147457122802734,4.1,86.9
611,0.001598358154296875,5.0,86.8
612,0.0030312538146972656,5.1,86.8
613,0.0,5.1,86.8
614,0.0,5.1,86.8
615,0.0015492439270019531,5.1,86.8
616,0.0,4.9,86.8
617,0.0030252933502197266,4.9,86.8
618,0.0,5.0,86.8
619,0.0010504722595214844,5.1,86.8
620,9.72747802734375e-05,5.1,86.8
621,0.0,3.5,86.7
622,0.0005826950073242188,3.5,86.7
623,0.0021085739135742188,3.5,86.7
624,0.000736236572265625,3.5,86.7
625,0.0026013851165771484,3.7,86.7
626,0.0010232925415039062,3.7,86.7
627,0.0,3.5,86.7
628,0.0,3.5,86.7
629,0.0,3.5,86.7
630,0.00016021728515625,3.5,86.7
631,0.0020225048065185547,5.1,86.7
632,0.0,5.1,86.7
633,0.0021066665649414062,5.0,86.7
634,0.0,5.1,86.7
635,0.0,5.0,86.7
636,0.0,5.1,86.7
637,0.0,5.0,86.7
638,0.0,5.1,86.7
639,0.0015103816986083984,3.9,86.7
640,0.0005121231079101562,3.9,86.7
641,0.0015263557434082031,5.4,86.8
642,0.0,5.4,86.8
643,0.0009188652038574219,5.4,86.8
644,0.0,5.4,86.8
645,0.0,5.4,86.8
646,0.002606630325317383,5.4,86.8
647,0.002013683319091797,5.6,86.8
648,0.0,5.4,86.8
649,0.0,5.4,86.8
650,0.0,5.5,86.8
651,0.0,1.9,86.8
652,0.0,1.9,86.8
653,0.0,1.9,86.8
654,0.0020859241485595703,2.1,86.8
655,0.0,2.1,86.8
656,0.0,2.1,86.8
657,0.0,2.1,86.8
658,0.002101421356201172,2.1,86.8
659,0.0,2.1,86.8
660,0.0,2.1,86.8
661,0.0,2.2,86.8
662,0.0,2.3,86.8
663,0.0021276473999023438,2.3,86.8
664,0.0,2.3,86.8
665,0.0,2.3,86.8
666,0.0,2.0,86.8
667,0.0,1.9,86.8
668,0.0,1.9,86.8
669,0.0,2.1,86.8
670,0.0016171932220458984,2.1,86.8
671,0.0,4.1,86.8
672,0.002035856246948242,4.1,86.8
673,0.0,3.9,86.8
674,0.0,3.9,86.8
675,0.0,3.9,86.8
676,0.0023703575134277344,3.9,86.8
677,0.00201416015625,3.9,86.8
678,0.0021588802337646484,3.9,86.8
679,0.0015826225280761719,3.9,86.8
680,0.0,3.9,86.8
681,0.0,5.3,86.8
682,0.0025544166564941406,5.4,86.8
683,0.0021135807037353516,5.4,86.9
684,0.0,5.3,86.9
685,0.0019664764404296875,5.5,86.9
686,0.0,5.6,86.9
687,0.0021080970764160156,5.6,86.9
688,0.0005209445953369141,5.6,86.9
689,0.0,5.6,86.9
690,0.002516031265258789,6.1,86.9
691,0.0,3.1,86.9
692,0.0015959739685058594,3.5,86.9
693,0.0,3.7,86.9
694,0.0010144710540771484,3.9,86.9
695,0.0010242462158203125,3.9,86.9
696,0.0,3.9,86.9
697,0.0005826950073242188,3.9,86.9
698,0.0010194778442382812,3.9,86.9
699,0.0010938644409179688,3.9,86.9
700,0.0010068416595458984,3.8,86.9
701,0.0,4.1,86.9
702,0.0,4.1,86.9
703,0.0025069713592529297,4.3,86.9
704,0.0030243396759033203,4.3,86.9
705,0.0005941390991210938,4.3,86.9
706,0.0,4.3,86.9
707,0.0,4.4,86.9
708,0.0,4.5,86.9
709,0.0,4.3,86.9
710,0.0,4.3,86.9
711,0.0,3.6,86.9
712,0.0015993118286132812,3.5,86.9
713,0.0,3.9,86.9
714,0.0011074542999267578,3.9,86.9
715,0.0,4.1,86.9
716,0.0,4.1,86.9
717,0.0,4.1,86.8
718,0.0020995140075683594,4.1,86.8
719,0.0,4.1,86.8
720,0.0,4.1,86.8
721,0.0010776519775390625,4.1,86.8
722,0.0,4.1,86.8
723,0.0,4.1,86.8
724,0.0010151863098144531,4.1,86.8
725,0.0,4.1,86.8
726,0.0,4.1,86.8
727,0.001528024673461914,4.1,86.8
728,0.0,4.0,86.8
729,0.0,4.0,86.8
730,0.0,4.1,86.8
731,0.0020895004272460938,5.3,86.8
732,0.0010030269622802734,5.2,86.8
733,0.0020952224731445312,5.2,86.8
734,0.0,5.6,86.8
735,0.00252532958984375,5.6,86.8
736,0.0016121864318847656,5.6,86.8
737,0.0011148452758789062,5.7,86.8
738,0.0,5.6,86.8
739,0.0016252994537353516,5.6,86.8
740,0.002604246139526367,5.6,86.8
741,0.0010223388671875,5.6,86.8
742,0.0,6.0,86.8
743,0.0015404224395751953,6.0,86.8
744,0.0,6.0,86.8
745,0.0005893707275390625,6.0,86.8
746,0.0,6.0,86.8
747,0.0020177364349365234,6.0,86.8
748,0.0,6.0,86.8
749,0.0,6.2,86.8
750,0.0,6.1,86.8
751,0.0,7.0,86.8
752,0.0,7.0,86.8
753,0.0026285648345947266,7.0,86.8
754,0.0020265579223632812,7.0,86.8
755,0.0,7.1,86.8
756,0.0,7.0,86.8
757,0.0,7.0,86.8
758,0.0021550655364990234,6.9,86.8
759,0.0,7.1,86.8
760,0.002516031265258789,7.0,86.8
761,0.0,4.5,86.8
762,0.0,4.5,86.8
763,0.0,4.5,86.8
764,0.0015795230865478516,4.5,86.8
765,0.0015261173248291016,4.5,86.8
766,0.0,4.7,86.8
767,0.0,4.7,86.8
768,0.0,4.7,86.8
769,0.0,4.7,86.8
770,0.0006778240203857422,4.1,86.8
771,0.0,6.2,86.8
772,0.0,6.1,86.8
773,0.0,6.2,86.8
774,0.00058746337890625,6.1,86.8
775,0.0,6.2,86.8
776,0.002588510513305664,6.2,86.8
777,0.0025587081909179688,6.4,86.8
778,0.000911712646484375,6.4,86.8
779,0.0010266304016113281,6.3,86.8
780,0.0,6.2,86.8
781,0.002533435821533203,7.7,86.8
782,0.0,7.6,86.8
783,0.003026723861694336,7.0,86.8
784,0.002534627914428711,6.0,86.8
785,0.0,4.9,86.8
786,0.0015139579772949219,4.7,86.8
787,0.00152587890625,4.6,86.8
788,0.002205371856689453,4.5,86.8
789,0.0,4.4,86.8
790,0.0,4.5,86.8
791,0.002703428268432617,4.6,86.8
792,0.0,4.7,86.8
793,0.0,4.6,86.8
794,0.0,4.7,86.8
795,0.0020155906677246094,4.6,86.8
796,0.0,4.8,86.8
797,0.0021123886108398438,4.8,86.8
798,0.0,5.2,86.8
799,0.0,5.3,86.8
800,0.0,5.3,86.8
